"month","unique_carrier","carrier_name","sdomt_gallons","satl_gallons","spac_gallons","slat_gallons","sint_gallons","ts_gallons","tdomt_gallons","tint_gallons","total_gallons","sdomt_cost","satl_cost","spac_cost","slat_cost","sint_cost","ts_cost","tdomt_cost","tint_cost","total_cost","year"
4,"KD","Western Global",0,0,0,0,0,0,1569264,892204,2461468,0,0,0,0,0,0,3415879,1930528,5346407,2019
4,"KH","Aloha Air Cargo",392414,0,0,0,0,392414,392414,0,392414,793241,0,0,0,0,793241,793241,0,793241,2019
4,"KLQ","Kalitta Charters II",0,0,0,0,0,0,198608,29459,228067,0,0,0,0,0,0,501851,77618,579469,2019
4,"L2","Lynden Air Cargo Airlines",97484,0,0,0,0,97484,151911,15563,167474,248212,0,0,0,0,248212,375287,47958,423245,2019
4,"M6","Amerijet International",0,0,0,1533857,1533857,1533857,554946,1716275,2271221,0,0,0,3465591,3465591,3465591,1253843,3877746,5131589,2019
4,"MQ","Envoy Air",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019
4,"N8","National Air Cargo Group Inc d/ba National Airlines",0,0,0,0,0,0,74323,1357215,1431538,0,0,0,0,0,0,236905,3849238,4086143,2019
4,"NC","Northern Air Cargo Inc.",271829,0,0,0,0,271829,322129,0,322129,603087,0,0,0,0,603087,697107,0,697107,2019
4,"NK","Spirit Air Lines",33760047,0,0,4911255,4911255,38671302,33760047,4911255,38671302,74222807,0,0,10797590,10797590,85020397,74222807,10797590,85020397,2019
4,"OH","PSA Airlines Inc.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019
4,"OO","SkyWest Airlines Inc.",8262780,0,0,0,0,8262780,8262780,0,8262780,20297087,0,0,0,0,20297087,20297087,0,20297087,2019
4,"PFQ","Asia Pacific",0,0,0,0,0,0,0,389461,389461,0,0,0,0,0,0,0,900577,900577,2019
4,"PO","Polar Air Cargo Airways",2399267,701876,10945472,0,11647348,14046615,2399267,11647348,14046615,4948050,1541758,21476395,0,23018153,27966203,4948050,23018153,27966203,2019
4,"QX","Horizon Air",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019
4,"SY","Sun Country Airlines d/b/a MN Airlines",4069973,0,0,987765,987765,5057738,4758911,1034854,5793765,8956181,0,0,2352138,2352138,11308319,11676816,2464930,14141746,2019
4,"U7","USA Jet Airlines Inc.",0,0,0,0,0,0,276938,17958,294896,0,0,0,0,0,0,567626,62363,629989,2019
4,"UA","United Air Lines Inc.",144590058,60523632,51831017,31206029,143560678,288150736,145411013,143673409,289084422,294430837,122350380,106637727,66383872,295371979,589802816,296103451,295602761,591706212,2019
4,"WI","Sky Lease Cargo",0,0,0,0,0,0,0,1803776,1803776,0,0,0,0,0,0,0,4015883,4015883,2019
4,"WL","Caribbean Sun Airlines, Inc. d/b/a World Atlantic Airlines",0,0,0,0,0,0,78060,1268,79328,0,0,0,0,0,0,220182,3577,223759,2019
4,"X9","Omni Air International LLC",0,0,0,0,0,0,395064,3622989,4018053,0,0,0,0,0,0,1065262,8945485,10010747,2019
4,"XP","XTRA Airways",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019
4,"YV","Mesa Airlines Inc.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019
4,"YX","Republic Airline",13919,0,0,0,0,13919,13919,0,13919,29889,0,0,0,0,29889,29889,0,29889,2019
4,"WN","Southwest Airlines Co.",171401778,0,0,1931660,1931660,173333438,171492052,1931660,173423712,343356856,0,0,4787040,4787040,348143896,343556447,4787040,348343487,2019
5,"09Q","Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",0,0,0,0,0,0,675825,757128,1432953,0,0,0,0,0,0,1744273,1120059,2864332,2019
5,"0WQ","Avjet Corporation",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019
5,"1BQ","Eastern Airlines f/k/a Dynamic Airways, LLC",0,0,0,0,0,0,0,21082,21082,0,0,0,0,0,0,0,79229,79229,2019
5,"27Q","Jet Aviation Flight Services, Inc.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019
5,"2HQ","Elite Airways LLC",165353,0,0,0,0,165353,273216,0,273216,619426,0,0,0,0,619426,941715,0,941715,2019
5,"3EQ","Scott Aviation, LLC  d/b/a  Silver Air",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019
5,"5V","Tatonduk Outfitters Limited d/b/a Everts Air Alaska and Everts Air Cargo",326698,0,0,0,0,326698,366102,0,366102,924717,0,0,0,0,924717,1036250,0,1036250,2019
5,"5X","United Parcel Service",42867000,12352000,17383000,3093000,32828000,75695000,42867000,32828000,75695000,90692000,25298000,36826000,6761000,68885000,159577000,90692000,68885000,159577000,2019
5,"5Y","Atlas Air Inc.",0,0,0,0,0,0,16247567,33279659,49527226,0,0,0,0,0,0,37213237,75650997,112864234,2019
5,"8C","Air Transport International",0,0,0,0,0,0,59164,787542,846706,0,0,0,0,0,0,170069,2049934,2220003,2019
5,"9E","Endeavor Air Inc.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019
5,"9S","Southern Air Inc.",1263017,2393561,4254975,0,6648536,7911553,1263017,6648536,7911553,2865185,5947372,9593079,0,15540451,18405636,2865185,15540451,18405636,2019
5,"AA","American Airlines Inc.",195424647,61637649,19301832,43014750,123954231,319378878,195785035,124187098,319972133,400384570,126601880,40130901,92299450,259032231,659416801,401108088,259545007,660653095,2019
5,"ABX","ABX Air Inc",149718,0,0,0,0,149718,149718,0,149718,0,0,0,0,0,0,0,0,0,2019
5,"AS","Alaska Airlines Inc.",61891326,0,0,846925,846925,62738251,61930261,846925,62777186,149060140,0,0,2331235,2331235,151391375,149141897,2331235,151473132,2019
5,"B6","JetBlue Airways",59139308,0,0,15399970,15399970,74539278,59139308,15399970,74539278,132733065,0,0,34563901,34563901,167296966,132733065,34563901,167296966,2019
5,"CP","Compass Airlines",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019
5,"DL","Delta Air Lines Inc.",186758571,74949599,31995527,22808196,129753322,316511893,188366304,129806984,318173288,383651451,153966280,65727267,46854062,266547609,650199060,388155077,266657846,654812923,2019
5,"EV","ExpressJet Airlines LLC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019
5,"F9","Frontier Airlines Inc.",22805754,0,0,1785895,1785895,24591649,22805754,1785895,24591649,42822137,0,0,3867858,3867858,46689995,42822137,3867858,46689995,2019
5,"FX","Federal Express Corporation",60239135,16083295,23077883,2115040,41276218,101515353,62012233,42102155,104114388,125755000,32967000,48274000,4982000,86223000,211978000,129525000,88226000,217751000,2019
5,"G4","Allegiant Air",15895717,0,0,0,0,15895717,16288199,206601,16494800,36874836,0,0,0,0,36874836,37843745,493218,38336963,2019
5,"G7","GoJet Airlines LLC d/b/a United Express",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019
5,"GFQ","Gulf And Caribbean Cargo",0,0,0,0,0,0,101151,110668,211819,0,0,0,0,0,0,264738,308875,573613,2019
5,"GL","Miami Air International",0,0,0,0,0,0,153537,249455,402992,0,0,0,0,0,0,453072,736117,1189189,2019
5,"HA","Hawaiian Airlines Inc.",16143998,0,6761601,0,6761601,22905599,16143998,6761601,22905599,34161814,0,13846292,0,13846292,48008106,34161814,13846292,48008106,2019
5,"KAQ","Kalitta Air LLC",0,0,0,0,0,0,2757277,3733101,6490378,0,0,0,0,0,0,5976523,8986877,14963400,2019
5,"KD","Western Global",0,0,0,0,0,0,1025832,1073257,2099089,0,0,0,0,0,0,2330691,2428578,4759269,2019
5,"KH","Aloha Air Cargo",387931,0,0,0,0,387931,387931,0,387931,796746,0,0,0,0,796746,796746,0,796746,2019
5,"KLQ","Kalitta Charters II",0,0,0,0,0,0,112766,43894,156660,0,0,0,0,0,0,298448,126383,424831,2019
5,"L2","Lynden Air Cargo Airlines",131178,0,0,0,0,131178,285985,72421,358406,356252,0,0,0,0,356252,789250,86941,876191,2019
5,"M6","Amerijet International",0,0,0,1736422,1736422,1736422,512239,1796706,2308945,0,0,0,3953951,3953951,3953951,1166403,4091222,5257625,2019
5,"MQ","Envoy Air",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019
5,"N8","National Air Cargo Group Inc d/ba National Airlines",0,0,0,0,0,0,31001,1134112,1165113,0,0,0,0,0,0,114406,3347119,3461525,2019
5,"NC","Northern Air Cargo Inc.",182675,0,0,0,0,182675,210015,0,210015,436829,0,0,0,0,436829,502062,0,502062,2019
5,"NK","Spirit Air Lines",37152807,0,0,4970557,4970557,42123364,37152807,4970557,42123364,83576243,0,0,11181402,11181402,94757645,83576243,11181402,94757645,2019
5,"OH","PSA Airlines Inc.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019
5,"OO","SkyWest Airlines Inc.",8838081,0,0,0,0,8838081,8838081,0,8838081,22436510,0,0,0,0,22436510,22436510,0,22436510,2019
5,"PFQ","Asia Pacific",0,0,0,0,0,0,0,363290,363290,0,0,0,0,0,0,0,834670,834670,2019
5,"PO","Polar Air Cargo Airways",2756574,722700,11759138,0,12481838,15238412,2756574,12481838,15238412,5758153,1613922,24108440,0,25722362,31480515,5758153,25722362,31480515,2019
5,"QX","Horizon Air",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019
5,"SY","Sun Country Airlines d/b/a MN Airlines",4023182,0,0,304836,304836,4328018,5044703,403404,5448107,9089834,0,0,755802,755802,9845636,11488221,996564,12484785,2019
5,"U7","USA Jet Airlines Inc.",0,0,0,0,0,0,317305,9687,326992,0,0,0,0,0,0,686029,32703,718732,2019
5,"UA","United Air Lines Inc.",153202004,73294536,54098845,27860083,155253464,308455468,153949739,155465624,309415363,322624581,152795530,115391388,60866483,329053401,651677982,324208102,329510626,653718728,2019
5,"WI","Sky Lease Cargo",0,0,0,0,0,0,11147,1212285,1223432,0,0,0,0,0,0,26946,2730784,2757730,2019
5,"WL","Caribbean Sun Airlines, Inc. d/b/a World Atlantic Airlines",0,0,0,0,0,0,46985,247955,294940,0,0,0,0,0,0,89588,472786,562374,2019
5,"X9","Omni Air International LLC",0,0,0,0,0,0,613723,2690826,3304549,0,0,0,0,0,0,1477851,6740872,8218723,2019
5,"XP","XTRA Airways",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019
5,"YV","Mesa Airlines Inc.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019
5,"YX","Republic Airline",18888,0,0,0,0,18888,18888,0,18888,41578,0,0,0,0,41578,41578,0,41578,2019
5,"WN","Southwest Airlines Co.",177347813,0,0,2473278,2473278,179821091,177441553,2473278,179914831,371652892,0,0,6309955,6309955,377962847,371853619,6309955,378163574,2019
6,"09Q","Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",0,0,0,0,0,0,401512,808223,1209735,0,0,0,0,0,0,877762,1742073,2619835,2019
6,"0WQ","Avjet Corporation",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019
6,"1BQ","Eastern Airlines f/k/a Dynamic Airways, LLC",0,0,0,0,0,0,3864,70432,74296,0,0,0,0,0,0,18431,252722,271153,2019
6,"27Q","Jet Aviation Flight Services, Inc.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019
6,"2HQ","Elite Airways LLC",110195,0,0,0,0,110195,168234,0,168234,311439,0,0,0,0,311439,493559,0,493559,2019
6,"3EQ","Scott Aviation, LLC  d/b/a  Silver Air",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019
6,"5V","Tatonduk Outfitters Limited d/b/a Everts Air Alaska and Everts Air Cargo",301172,0,0,0,0,301172,355723,0,355723,782334,0,0,0,0,782334,924038,0,924038,2019
6,"5X","United Parcel Service",40665000,12187000,16966000,2717000,31870000,72535000,40665000,31870000,72535000,77414000,23959000,34428000,5613000,64000000,141414000,77414000,64000000,141414000,2019
6,"5Y","Atlas Air Inc.",0,0,0,0,0,0,15732351,31496344,47228695,0,0,0,0,0,0,35076392,69904163,104980555,2019
6,"8C","Air Transport International",0,0,0,0,0,0,43052,730813,773865,0,0,0,0,0,0,120829,1883667,2004496,2019
6,"9E","Endeavor Air Inc.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019
6,"9S","Southern Air Inc.",1094965,2102642,3714691,2186,5819519,6914484,1094965,5819519,6914484,2409767,5182766,7919857,4005,13106628,15516395,2409767,13106628,15516395,2019
6,"AA","American Airlines Inc.",195670252,67039590,19020928,45291083,131351601,327021853,195915483,131521720,327437203,373907739,130140181,37402156,94460076,262002413,635910152,374377915,262365817,636743732,2019
6,"ABX","ABX Air Inc",133419,0,0,0,0,133419,133419,0,133419,0,0,0,0,0,0,0,0,0,2019
6,"AS","Alaska Airlines Inc.",63813286,0,0,678278,678278,64491564,63899921,678278,64578199,135821357,0,0,1666785,1666785,137488142,135989040,1666785,137655825,2019
6,"B6","JetBlue Airways",57899767,0,0,16881416,16881416,74781183,57899767,16881416,74781183,119555227,0,0,34857852,34857852,154413079,119555227,34857852,154413079,2019
6,"CP","Compass Airlines",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019
6,"DL","Delta Air Lines Inc.",196666953,83530097,31788396,22790222,138108715,334775668,198074942,138108715,336183657,416406190,176859655,67306095,48254113,292419863,708826053,420444587,292419863,712864450,2019
6,"EV","ExpressJet Airlines LLC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019
6,"F9","Frontier Airlines Inc.",22899112,0,0,1697218,1697218,24596330,22899112,1697218,24596330,41286065,0,0,3355771,3355771,44641836,41286065,3355771,44641836,2019
6,"FX","Federal Express Corporation",55563857,14693105,22286076,1903348,38882529,94446386,56983007,39523503,96506510,103990000,28220000,45180000,4332000,77732000,181722000,106681494,79155000,185836494,2019
6,"G4","Allegiant Air",19637023,0,0,0,0,19637023,19947115,232353,20179468,41412959,0,0,0,0,41412959,42106026,527704,42633730,2019
6,"G7","GoJet Airlines LLC d/b/a United Express",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019
6,"GFQ","Gulf And Caribbean Cargo",0,0,0,0,0,0,177454,75579,253033,0,0,0,0,0,0,447931,201992,649923,2019
6,"GL","Miami Air International",0,0,0,0,0,0,149225,319809,469034,0,0,0,0,0,0,404431,866750,1271181,2019
6,"HA","Hawaiian Airlines Inc.",15667787,0,6670038,0,6670038,22337825,15667787,6670038,22337825,29621947,0,12917461,0,12917461,42539408,29621947,12917461,42539408,2019
6,"KAQ","Kalitta Air LLC",0,0,0,0,0,0,3052250,4644761,7697011,0,0,0,0,0,0,5945440,10508398,16453838,2019
6,"KD","Western Global",0,0,0,0,0,0,1842149,1078869,2921018,0,0,0,0,0,0,3835839,2328684,6164523,2019
6,"KH","Aloha Air Cargo",396366,0,0,0,0,396366,396366,0,396366,743516,0,0,0,0,743516,743516,0,743516,2019
6,"KLQ","Kalitta Charters II",0,0,0,0,0,0,138345,9808,148153,0,0,0,0,0,0,380505,22377,402882,2019
6,"L2","Lynden Air Cargo Airlines",185144,0,0,0,0,185144,336245,61566,397811,443441,0,0,0,0,443441,844329,196299,1040628,2019
6,"M6","Amerijet International",0,0,0,1585401,1585401,1585401,500791,1690049,2190840,0,0,0,3426975,3426975,3426975,1082501,3653180,4735681,2019
6,"MQ","Envoy Air",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019
6,"N8","National Air Cargo Group Inc d/ba National Airlines",0,0,0,0,0,0,110460,437315,547775,0,0,0,0,0,0,374003,1555405,1929408,2019
6,"NC","Northern Air Cargo Inc.",259324,0,0,0,0,259324,407071,0,407071,507435,0,0,0,0,507435,787763,0,787763,2019
6,"NK","Spirit Air Lines",36737363,0,0,4914976,4914976,41652339,36737363,4914976,41652339,75170578,0,0,10056835,10056835,85227413,75170578,10056835,85227413,2019
6,"OH","PSA Airlines Inc.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019
6,"OO","SkyWest Airlines Inc.",8915291,0,0,0,0,8915291,8915291,0,8915291,20779214,0,0,0,0,20779214,20779214,0,20779214,2019
6,"PFQ","Asia Pacific",0,0,0,0,0,0,0,333834,333834,0,0,0,0,0,0,0,765867,765867,2019
6,"PO","Polar Air Cargo Airways",2980851,709842,11761339,0,12471181,15452032,2980851,12471181,15452032,5662856,1567724,23591976,0,25159700,30822556,5662856,25159700,30822556,2019
6,"QX","Horizon Air",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019
6,"SY","Sun Country Airlines d/b/a MN Airlines",5374879,0,0,911178,911178,6286057,6200681,968745,7169426,11081522,0,0,2135113,2135113,13216635,13077984,2267662,15345646,2019
6,"U7","USA Jet Airlines Inc.",0,0,0,0,0,0,448144,14417,462561,0,0,0,0,0,0,899896,44743,944639,2019
6,"UA","United Air Lines Inc.",158802116,75616971,53292139,31692487,160601597,319403713,159500662,160737489,320238151,306347461,147753982,106826039,65593766,320173787,626521248,307713727,320455909,628169636,2019
6,"WI","Sky Lease Cargo",0,0,0,0,0,0,0,566138,566138,0,0,0,0,0,0,0,1189220,1189220,2019
6,"WL","Caribbean Sun Airlines, Inc. d/b/a World Atlantic Airlines",0,0,0,0,0,0,159403,134150,293553,0,0,0,0,0,0,253766,213564,467330,2019
6,"X9","Omni Air International LLC",0,0,0,0,0,0,426101,3070130,3496231,0,0,0,0,0,0,934804,7368962,8303766,2019
6,"XP","XTRA Airways",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019
6,"YV","Mesa Airlines Inc.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019
6,"YX","Republic Airline",18137,0,0,0,0,18137,18137,0,18137,38021,0,0,0,0,38021,38021,0,38021,2019
6,"WN","Southwest Airlines Co.",176316720,0,0,2713632,2713632,179030352,176417715,2713632,179131347,351393094,0,0,6375770,6375770,357768864,351593930,6375770,357969700,2019
7,"09Q","Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",0,0,0,0,0,0,312166,2103361,2415527,0,0,0,0,0,0,1043401,1812328,2855729,2019
7,"0WQ","Avjet Corporation",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019
7,"1BQ","Eastern Airlines f/k/a Dynamic Airways, LLC",0,0,0,0,0,0,4053,62740,66793,0,0,0,0,0,0,15848,169033,184881,2019
7,"27Q","Jet Aviation Flight Services, Inc.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019
7,"2HQ","Elite Airways LLC",109064,0,0,0,0,109064,157065,0,157065,308439,0,0,0,0,308439,500082,0,500082,2019
7,"3EQ","Scott Aviation, LLC  d/b/a  Silver Air",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019
7,"5V","Tatonduk Outfitters Limited d/b/a Everts Air Alaska and Everts Air Cargo",390874,0,0,0,0,390874,426753,0,426753,1015464,0,0,0,0,1015464,1114248,0,1114248,2019
7,"5X","United Parcel Service",45011000,12242000,18078000,2880000,33200000,78211000,45011000,33200000,78211000,88737000,23379000,34914000,6038000,64331000,153068000,88737000,64331000,153068000,2019
7,"5Y","Atlas Air Inc.",0,0,0,0,0,0,16123997,34078678,50202675,0,0,0,0,0,0,36371051,76224609,112595660,2019
7,"8C","Air Transport International",0,0,0,0,0,0,47205,812855,860060,0,0,0,0,0,0,129601,2172139,2301740,2019
7,"9E","Endeavor Air Inc.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019
7,"9S","Southern Air Inc.",1227334,2293129,4301038,0,6594167,7821501,1227334,6594167,7821501,2734807,5379671,9087076,0,14466747,17201554,2734807,14466747,17201554,2019
7,"AA","American Airlines Inc.",200601221,70341415,20023724,47225419,137590558,338191779,200831199,137763844,338595043,385858147,136632087,38137388,97101514,271870989,657729136,386300528,272226731,658527259,2019
7,"ABX","ABX Air Inc",158928,0,0,0,0,158928,158928,0,158928,0,0,0,0,0,0,0,0,0,2019
7,"AS","Alaska Airlines Inc.",66937916,0,0,623643,623643,67561559,66996749,623643,67620392,145117185,0,0,1576430,1576430,146693615,145232985,1576430,146809415,2019
7,"B6","JetBlue Airways",60919004,0,0,18857771,18857771,79776775,60919004,18857771,79776775,127696495,0,0,39529064,39529064,167225559,127696495,39529064,167225559,2019
7,"CP","Compass Airlines",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019
7,"DL","Delta Air Lines Inc.",206257947,87307829,33130839,23280029,143718697,349976644,207363151,143769991,351133142,403679204,170875137,64842256,45562675,281280068,684959272,407109894,281380458,688490352,2019
7,"EV","ExpressJet Airlines LLC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019
7,"F9","Frontier Airlines Inc.",25073216,0,0,1603336,1603336,26676552,25073216,1603336,26676552,47012069,0,0,3387238,3387238,50399307,47012069,3387238,50399307,2019
7,"FX","Federal Express Corporation",54376496,15381075,23096897,2089891,40567863,94944359,56012289,41427349,97439638,106677000,30169000,44699000,4719000,79587000,186264000,109927000,81629159,191556159,2019
7,"G4","Allegiant Air",21131147,0,0,0,0,21131147,21534807,164400,21699207,46518327,0,0,0,0,46518327,47444838,378124,47822962,2019
7,"G7","GoJet Airlines LLC d/b/a United Express",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019
7,"GFQ","Gulf And Caribbean Cargo",0,0,0,0,0,0,111751,89010,200761,0,0,0,0,0,0,302753,250802,553555,2019
7,"GL","Miami Air International",0,0,0,0,0,0,156364,302210,458574,0,0,0,0,0,0,421359,814374,1235733,2019
7,"HA","Hawaiian Airlines Inc.",16087016,0,7194376,0,7194376,23281392,16087016,7194376,23281392,31347956,0,13709257,0,13709257,45057213,31347956,13709257,45057213,2019
7,"KAQ","Kalitta Air LLC",0,0,0,0,0,0,2702001,3739270,6441271,0,0,0,0,0,0,5485728,8393881,13879609,2019
7,"KD","Western Global",0,0,0,0,0,0,1400576,1108388,2508964,0,0,0,0,0,0,3202909,2611665,5814574,2019
7,"KH","Aloha Air Cargo",429557,0,0,0,0,429557,429557,0,429557,822598,0,0,0,0,822598,822598,0,822598,2019
7,"KLQ","Kalitta Charters II",0,0,0,0,0,0,105957,20731,126688,0,0,0,0,0,0,270552,56333,326885,2019
7,"L2","Lynden Air Cargo Airlines",251838,0,0,0,0,251838,403722,9300,413022,578466,0,0,0,0,578466,1012104,21123,1033227,2019
7,"M6","Amerijet International",0,0,0,1389919,1389919,1389919,861701,1507262,2368963,0,0,0,3113867,3113867,3113867,1930489,3376753,5307242,2019
7,"MQ","Envoy Air",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019
7,"N8","National Air Cargo Group Inc d/ba National Airlines",0,0,0,0,0,0,75831,819230,895061,0,0,0,0,0,0,241209,2904645,3145854,2019
7,"NC","Northern Air Cargo Inc.",314989,0,0,0,0,314989,421503,0,421503,663094,0,0,0,0,663094,890009,0,890009,2019
7,"NK","Spirit Air Lines",38320573,0,0,5028491,5028491,43349064,38320573,5028491,43349064,80953479,0,0,10622855,10622855,91576334,80953479,10622855,91576334,2019
7,"OH","PSA Airlines Inc.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019
7,"OO","SkyWest Airlines Inc.",9566241,0,0,0,0,9566241,9566241,0,9566241,21469274,0,0,0,0,21469274,21469274,0,21469274,2019
7,"PFQ","Asia Pacific",0,0,0,0,0,0,0,421335,421335,0,0,0,0,0,0,0,885651,885651,2019
7,"PO","Polar Air Cargo Airways",2583178,604648,11253822,0,11858470,14441648,2583178,11858470,14441648,5168602,1268450,21168491,0,22436941,27605543,5168602,22436941,27605543,2019
7,"QX","Horizon Air",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019
7,"SY","Sun Country Airlines d/b/a MN Airlines",3762872,0,0,887445,887445,4650317,4198458,1001072,5199530,8123838,0,0,2083838,2083838,10207676,9214238,2343883,11558121,2019
7,"U7","USA Jet Airlines Inc.",0,0,0,0,0,0,287984,18532,306516,0,0,0,0,0,0,597567,53308,650875,2019
7,"UA","United Air Lines Inc.",163602359,76391495,54888033,33224952,164504480,328106839,164295066,164694081,328989147,318916771,149560487,106573191,68329653,324463331,643380102,320251056,324816300,645067356,2019
7,"WI","Sky Lease Cargo",0,0,0,0,0,0,0,727737,727737,0,0,0,0,0,0,0,1594189,1594189,2019
7,"WL","Caribbean Sun Airlines, Inc. d/b/a World Atlantic Airlines",0,0,0,0,0,0,41492,91090,132582,0,0,0,0,0,0,120015,263476,383491,2019
7,"X9","Omni Air International LLC",0,0,0,0,0,0,357883,3779166,4137049,0,0,0,0,0,0,747727,8858287,9606014,2019
7,"XP","XTRA Airways",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019
7,"YV","Mesa Airlines Inc.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019
7,"YX","Republic Airline",27361,0,0,0,0,27361,27361,0,27361,56688,0,0,0,0,56688,56688,0,56688,2019
7,"WN","Southwest Airlines Co.",182539375,0,0,2459214,2459214,184998589,182640130,2459214,185099344,362437125,0,0,5797137,5797137,368234262,362654100,5797137,368451237,2019
8,"09Q","Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",0,0,0,0,0,0,288920,691498,980418,0,0,0,0,0,0,1041710,1818583,2860293,2019
8,"0WQ","Avjet Corporation",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019
8,"1BQ","Eastern Airlines f/k/a Dynamic Airways, LLC",0,0,0,0,0,0,7072,23540,30612,0,0,0,0,0,0,27652,61083,88735,2019
8,"27Q","Jet Aviation Flight Services, Inc.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019
8,"2HQ","Elite Airways LLC",114588,0,0,0,0,114588,145383,0,145383,317125,0,0,0,0,317125,414672,0,414672,2019
8,"3EQ","Scott Aviation, LLC  d/b/a  Silver Air",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019
8,"5V","Tatonduk Outfitters Limited d/b/a Everts Air Alaska and Everts Air Cargo",370652,0,0,0,0,370652,459018,0,459018,873615,0,0,0,0,873615,1084816,0,1084816,2019
8,"5X","United Parcel Service",43409000,11670000,17516000,2780000,31966000,75375000,43409000,31966000,75375000,82869000,22553000,34673000,5678000,62904000,145773000,82869000,62904000,145773000,2019
8,"5Y","Atlas Air Inc.",0,0,0,0,0,0,16764718,33741803,50506521,0,0,0,0,0,0,36170901,75762297,111933198,2019
8,"8C","Air Transport International",0,0,0,0,0,0,23473,778506,801979,0,0,0,0,0,0,48341,2041138,2089479,2019
8,"9E","Endeavor Air Inc.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019
8,"9S","Southern Air Inc.",1251684,2364388,4516590,1848,6882826,8134510,1251684,6882826,8134510,2657455,5556135,9699503,4077,15259715,17917170,2657455,15259715,17917170,2019
8,"AA","American Airlines Inc.",202894574,70336377,20270807,44174310,134781494,337676068,203192653,135003848,338196501,381039943,134812431,38814044,90720075,264346550,645386493,381593620,264788688,646382308,2019
8,"ABX","ABX Air Inc",159484,0,0,0,0,159484,159484,0,159484,0,0,0,0,0,0,0,0,0,2019
8,"AS","Alaska Airlines Inc.",66006281,0,0,511217,511217,66517498,66100174,511217,66611391,137929922,0,0,1242006,1242006,139171928,138106879,1242006,139348885,2019
8,"B6","JetBlue Airways",60585417,0,0,19173518,19173518,79758935,60585417,19173518,79758935,124292370,0,0,39334911,39334911,163627281,124292370,39334911,163627281,2019
