"seats","passengers","distance","unique_carrier","year","month","class"
5425,3788,337,"WN",2018,11,"F"
150,150,142,"AA",2019,7,"F"
3628,3108,334,"DL",2018,10,"F"
2500,1073,419,"MQ",2018,2,"F"
76,1,762,"EV",2018,4,"F"
11284,9589,4081,"LH",2019,8,"F"
143,133,2438,"WN",2019,11,"F"
189,174,296,"SY",2019,10,"L"
0,0,1230,"FX",2018,7,"G"
3200,3065,2239,"AA",2019,7,"F"
24,2,77,"K3",2018,8,"F"
0,0,192,"5X",2018,7,"G"
942,851,5960,"IB",2018,10,"F"
0,0,35,"7S",2019,10,"G"
50,48,61,"PT",2018,6,"F"
0,0,3982,"KD",2019,6,"P"
160,143,781,"AA",2018,6,"F"
5394,4797,2673,"WS",2018,7,"F"
4368,3891,829,"NK",2019,12,"F"
5550,4940,740,"B6",2018,6,"F"
1800,1186,1589,"UA",2018,9,"F"
0,0,13,"7S",2018,1,"G"
0,0,54,"7S",2018,2,"G"
1206,688,245,"9K",2018,2,"F"
4128,3364,5573,"DY",2018,12,"F"
7875,6609,1733,"WN",2018,3,"F"
540,502,1947,"F9",2018,9,"F"
9,3,122,"H6",2019,5,"F"
368,212,237,"AA",2019,10,"F"
3968,3397,1230,"AA",2018,7,"F"
715,668,1015,"WN",2019,10,"F"
569,435,925,"DL",2019,8,"F"
684,453,191,"OH",2018,12,"F"
7125,6649,453,"DL",2019,6,"F"
8820,7749,6151,"UA",2018,11,"F"
128,120,628,"UA",2018,3,"F"
7150,5185,949,"WN",2018,9,"F"
4552,4060,1020,"DL",2019,8,"F"
4662,4014,1264,"YV",2018,7,"F"
3900,3131,2082,"TA",2018,10,"F"
9,0,21,"7S",2019,5,"G"
72,48,231,"DL",2019,4,"L"
490,441,643,"YX",2018,9,"F"
128,110,949,"AA",2018,12,"F"
0,0,507,"5X",2019,12,"G"
19,6,3816,"GEQ",2019,6,"L"
10850,9492,8063,"UA",2019,7,"F"
128,116,304,"AA",2018,8,"F"
304,200,201,"YX",2018,5,"F"
12960,11479,529,"AA",2018,7,"F"
18,3,42,"2O",2018,9,"F"
2640,1562,140,"MQ",2019,9,"F"
3162,2660,1137,"G4",2019,4,"F"
12,0,117,"GV",2019,4,"L"
2750,2417,296,"OO",2018,12,"F"
4433,3633,816,"WN",2018,10,"F"
143,94,1500,"WN",2019,2,"F"
3968,3735,1087,"AA",2019,8,"F"
4100,3311,394,"OH",2018,1,"F"
6664,5785,368,"DL",2018,7,"F"
162,138,1792,"BX",2018,7,"F"
0,0,1488,"FX",2019,11,"G"
8232,7767,1139,"AA",2019,8,"F"
7865,6407,448,"WN",2018,2,"F"
0,0,491,"5X",2018,9,"G"
2682,2175,2402,"AS",2018,9,"F"
8580,6827,1011,"WN",2018,4,"F"
9,6,36,"H6",2019,5,"L"
6608,5884,3745,"LX",2018,10,"F"
0,0,4844,"3S",2018,6,"G"
4420,3016,846,"EV",2018,8,"F"
0,0,3386,"KZ",2018,12,"G"
76,0,1174,"YV",2019,1,"F"
800,718,1747,"DL",2018,5,"F"
8,2,2281,"27Q",2018,9,"L"
150,101,1916,"AA",2018,6,"F"
6400,3994,241,"B6",2018,9,"F"
0,0,788,"5X",2018,6,"G"
2100,1611,299,"G7",2018,9,"F"
168,146,1554,"DL",2018,5,"F"
4150,3482,142,"OH",2019,5,"F"
280,215,640,"OO",2018,7,"F"
700,556,759,"WN",2018,7,"F"
7992,5740,444,"PD",2019,12,"F"
0,0,409,"FX",2018,8,"G"
873,756,5624,"DY",2019,10,"F"
15680,13425,2090,"AM",2018,8,"F"
3031,2599,607,"MQ",2018,6,"F"
11040,9912,5659,"KE",2018,6,"F"
3024,2712,2223,"UA",2018,12,"F"
6000,5547,1554,"B6",2019,4,"F"
1287,1038,1771,"WN",2019,12,"F"
4940,4018,95,"9E",2019,7,"F"
76,44,563,"YX",2019,8,"F"
6670,5772,1066,"F9",2018,6,"F"
1900,1749,796,"OO",2018,7,"F"
23182,18759,632,"AA",2019,1,"F"
27,5,97,"ELL",2018,1,"F"
7810,6860,989,"DL",2018,9,"F"
5692,4943,405,"DL",2019,8,"F"
2700,1933,748,"UA",2019,10,"F"
9,3,54,"H6",2019,9,"F"
180,144,911,"DL",2018,3,"F"
13642,12055,2425,"UA",2019,11,"F"
65,65,153,"EV",2018,3,"F"
1074,397,1585,"09Q",2018,5,"L"
27218,23900,373,"DL",2018,10,"F"
2344,1877,866,"OO",2019,3,"F"
3657,3222,1009,"AS",2018,9,"F"
2900,2290,320,"OO",2018,5,"F"
8,0,86,"0WQ",2018,12,"L"
1432,892,343,"09Q",2018,3,"L"
234,180,1671,"DL",2018,4,"F"
0,0,775,"5X",2019,1,"G"
8607,7790,6831,"UA",2019,8,"F"
8400,8105,8063,"CX",2019,1,"F"
7068,4860,547,"YX",2018,4,"F"
0,0,119,"FX",2019,5,"G"
9,9,76,"H6",2019,11,"L"
358,168,971,"Y4",2019,9,"F"
13439,9753,175,"AA",2018,9,"F"
70,65,1325,"OO",2018,5,"F"
1248,1145,636,"G4",2019,7,"F"
345,193,461,"YX",2019,3,"F"
18,7,326,"8V",2018,1,"F"
885,795,1334,"G4",2019,1,"F"
2232,2114,1052,"F9",2019,11,"F"
298,294,874,"DL",2019,4,"F"
9295,7301,1388,"WN",2019,1,"F"
4256,4063,542,"YV",2019,3,"F"
528,438,903,"DL",2019,1,"F"
1815,1359,157,"OO",2018,6,"F"
8,0,409,"LF",2019,8,"L"
2850,2607,577,"MQ",2018,6,"F"
0,0,1061,"5X",2019,1,"G"
5,0,95,"K2",2019,9,"L"
0,0,238,"FX",2018,10,"G"
1760,1057,769,"AA",2019,1,"F"
9275,6515,546,"WN",2018,4,"F"
1158,654,235,"1BQ",2018,10,"L"
300,173,899,"B6",2018,6,"F"
7250,6708,1747,"NK",2019,12,"F"
0,0,62,"7S",2019,7,"G"
1900,1522,315,"MQ",2018,10,"F"
255,138,2519,"DL",2019,1,"F"
18644,15967,332,"DL",2019,12,"F"
450,391,370,"AA",2018,3,"F"
4224,3720,1436,"DL",2018,4,"F"
228,185,542,"YX",2019,11,"F"
0,0,399,"H6",2018,3,"G"
338,303,1744,"UA",2019,2,"F"
117,33,95,"GV",2019,6,"F"
5,0,41,"7S",2018,6,"G"
9424,6626,7260,"AA",2018,10,"F"
74007,68650,1235,"AA",2019,8,"F"
160,47,213,"AA",2019,5,"F"
6432,6217,1040,"WS",2019,11,"F"
0,0,194,"U7",2019,10,"P"
372,284,782,"F9",2019,11,"F"
2654,2363,1250,"OO",2019,2,"F"
100,95,423,"C5",2018,12,"F"
612,411,474,"B6",2018,8,"F"
572,529,983,"WN",2018,3,"F"
76,61,596,"YX",2019,6,"F"
3300,3068,2457,"UA",2019,6,"F"
1092,1018,993,"F9",2019,7,"F"
9,8,69,"YR",2018,9,"L"
7175,6635,1703,"WN",2019,12,"F"
13756,11668,213,"OH",2019,5,"F"
250,245,164,"9E",2018,3,"F"
18,2,127,"4W",2018,1,"L"
4677,2817,5578,"DL",2019,2,"F"
0,0,175,"FX",2019,8,"G"
8265,7624,3784,"AA",2019,10,"F"
18,8,90,"I4",2019,2,"L"
3696,2494,4211,"VS",2019,11,"F"
2850,2501,109,"ZW",2019,10,"F"
10620,10012,4956,"EK",2019,6,"F"
0,0,3417,"KE",2019,4,"G"
0,0,253,"NC",2018,6,"P"
0,0,231,"FX",2019,1,"G"
300,284,1368,"B6",2018,8,"F"
6,0,16,"3AQ",2019,7,"L"
3776,2704,193,"3M",2019,4,"F"
572,537,895,"WN",2019,5,"F"
7924,5312,7677,"QR",2018,2,"F"
504,429,5413,"UA",2019,2,"F"
248,169,129,"AS",2019,9,"F"
1280,1083,334,"UA",2019,2,"F"
179,0,87,"09Q",2018,6,"L"
1266,1172,1013,"F9",2019,5,"F"
1368,980,842,"OH",2019,12,"F"
250,187,177,"OH",2019,4,"F"
5300,4023,740,"B6",2018,2,"F"
11600,10054,155,"PT",2019,10,"F"
108,22,95,"K2",2019,8,"F"
882,643,616,"SY",2019,1,"F"
4500,4064,1951,"B6",2018,8,"F"
0,0,2021,"M6",2018,9,"G"
5100,2675,193,"ZX",2018,1,"F"
8,3,246,"04Q",2019,6,"L"
0,0,946,"FX",2018,9,"G"
12,4,26,"2O",2019,4,"F"
18,2,15,"GV",2018,12,"F"
2898,2463,1764,"UA",2019,11,"F"
5720,3953,704,"WN",2018,9,"F"
4,0,9,"KAH",2019,9,"L"
6,0,112,"Z3",2018,8,"F"
500,293,182,"UP",2018,1,"F"
0,0,1796,"5X",2019,1,"G"
6,0,0,"GV",2018,11,"F"
2864,2494,2402,"UA",2018,5,"F"
45,10,18,"2O",2019,4,"F"
148,98,2021,"SY",2019,2,"F"
1364,1043,1055,"RV",2018,9,"F"
0,0,3417,"CX",2018,11,"G"
3335,2685,1037,"NK",2019,9,"F"
138,80,71,"H6",2019,12,"F"
533,450,1724,"Y4",2019,7,"F"
3402,2756,8180,"NZ",2018,12,"F"
43261,33101,3452,"BA",2018,3,"F"
468,423,665,"G4",2018,11,"F"
4719,3344,667,"WN",2018,1,"F"
144,108,118,"DL",2019,3,"L"
6536,6275,1622,"AA",2019,3,"F"
100,31,1096,"B6",2018,5,"F"
2450,1034,222,"OO",2018,5,"F"
4707,3304,618,"CP",2018,3,"F"
9,0,195,"V8",2018,6,"G"
664,534,2036,"UA",2019,12,"F"
1140,659,475,"QX",2018,11,"F"
159,131,1815,"AS",2018,5,"F"
4862,3757,554,"WN",2018,3,"F"
1716,1568,878,"G4",2019,2,"F"
9800,8674,1844,"WN",2018,11,"F"
9130,5734,416,"UA",2018,8,"F"
2816,2539,334,"UA",2018,10,"F"
50,50,589,"9E",2019,8,"F"
5425,4706,777,"WN",2018,11,"F"
50,39,84,"9E",2019,7,"F"
2950,2254,500,"OO",2018,12,"F"
72,0,425,"DL",2018,12,"L"
1200,997,1436,"UA",2018,10,"F"
4380,3632,1330,"AC",2018,6,"F"
0,0,68,"FX",2018,11,"G"
9,0,72,"5V",2018,8,"L"
117,69,90,"H6",2018,2,"F"
7568,5908,1505,"AA",2018,12,"F"
8,4,56,"1SQ",2019,2,"L"
100,82,43,"PT",2019,8,"F"
2400,1806,234,"OH",2018,5,"F"
3375,1367,329,"KS",2018,3,"F"
76,57,125,"OH",2018,8,"F"
0,0,4364,"WI",2018,9,"P"
3984,3185,1114,"UA",2018,9,"F"
4480,3726,507,"AA",2018,3,"F"
20697,16131,432,"DL",2019,11,"F"
0,0,557,"FX",2019,11,"G"
9,5,1177,"14Q",2018,9,"L"
6,5,117,"K2",2018,7,"F"
0,0,216,"1TQ",2019,2,"P"
150,146,21,"B6",2019,1,"F"
0,0,501,"5X",2018,9,"G"
558,475,802,"F9",2019,7,"F"
5,0,95,"J5",2019,9,"L"
65,19,479,"OH",2019,3,"F"
664,540,1141,"G4",2018,8,"F"
0,0,557,"FX",2018,6,"G"
3339,2391,626,"AS",2018,1,"F"
4550,4235,637,"AX",2019,5,"F"
930,685,936,"G4",2019,11,"F"
27,0,90,"7S",2019,3,"G"
3584,3205,192,"AA",2018,2,"F"
200,165,1097,"B6",2019,8,"F"
1300,771,778,"EV",2018,2,"F"
18,0,155,"8E",2018,5,"F"
780,701,653,"G4",2018,4,"F"
9,8,145,"8V",2018,2,"L"
1050,640,5913,"UA",2019,9,"F"
100,67,1017,"EV",2018,3,"F"
0,0,941,"5X",2018,4,"G"
60,28,286,"LF",2018,12,"F"
7613,7261,4941,"DL",2019,10,"F"
146,112,1177,"AC",2018,6,"F"
1404,1228,619,"G4",2018,7,"F"
0,0,2036,"5Y",2018,1,"P"
70,54,577,"EV",2019,10,"F"
7579,6724,641,"WN",2018,7,"F"
248,132,763,"AM",2018,4,"F"
14892,12423,409,"OO",2019,4,"F"
219,188,7416,"UA",2018,3,"F"
3,0,55,"K2",2018,4,"L"
152,76,463,"OO",2019,6,"F"
14272,13152,1276,"DL",2019,3,"F"
0,0,289,"5X",2018,12,"G"
1302,1186,851,"F9",2019,4,"F"
2340,1346,174,"LF",2019,7,"F"
600,427,2179,"BW",2019,7,"F"
179,0,793,"09Q",2018,3,"L"
4482,4216,1514,"UA",2019,4,"F"
0,0,175,"FX",2018,8,"G"
4004,3647,2119,"WN",2018,7,"F"
0,0,2344,"8C",2019,5,"P"
3400,2378,738,"ZW",2018,1,"F"
210,191,1391,"OO",2018,11,"F"
1780,1627,1368,"AS",2018,8,"F"
186,142,683,"F9",2018,8,"F"
5700,4755,2539,"BW",2019,4,"F"
2975,2387,621,"WN",2019,12,"F"
252,172,5841,"UA",2018,6,"F"
8176,7198,2586,"AS",2018,5,"F"
1050,975,756,"WN",2018,6,"F"
8,5,0,"4B",2019,6,"F"
990,708,1792,"BX",2019,2,"F"
402,388,992,"WS",2019,5,"F"
1098,366,182,"ZX",2018,1,"F"
0,0,4571,"OZ",2019,3,"G"
63,37,59,"GV",2019,7,"F"
4862,4254,3458,"JJ",2019,10,"F"
11628,8795,524,"MQ",2018,12,"F"
72,0,15,"DL",2019,8,"L"
58,47,1374,"AC",2019,3,"L"
4350,3399,912,"AA",2018,11,"F"
0,0,3127,"CX",2019,5,"G"
9,1,204,"H6",2018,1,"F"
0,0,95,"AS",2018,1,"G"
0,0,691,"FX",2019,8,"G"
230,166,896,"F9",2018,6,"F"
1274,1198,836,"NK",2019,6,"F"
7200,6011,347,"PT",2018,10,"F"
6150,5325,971,"AA",2018,1,"F"
498,481,809,"G4",2018,10,"F"
2860,2671,1910,"WN",2018,3,"F"
8437,6604,674,"WN",2019,2,"F"
0,0,153,"5X",2019,12,"G"
6764,4970,651,"AS",2018,3,"F"
0,0,2846,"QF",2019,5,"G"
4071,2364,292,"OO",2018,11,"F"
70,11,150,"OO",2018,12,"F"
500,332,679,"OO",2019,5,"F"
38,0,86,"H6",2018,12,"L"
1494,1307,1009,"G4",2018,5,"F"
19488,17597,3589,"IB",2018,11,"F"
2356,2045,837,"YV",2019,1,"F"
664,571,641,"G4",2018,2,"F"
9424,8627,4425,"AA",2019,10,"F"
24,2,12,"3F",2018,5,"F"
1518,917,544,"YX",2019,10,"F"
1450,1093,642,"ZW",2019,4,"F"
9,0,12,"LF",2018,8,"L"
1446,1378,853,"F9",2019,8,"F"
200,167,967,"2HQ",2019,11,"F"
9,2,165,"H6",2018,12,"F"
187,167,337,"AA",2018,7,"F"
14,2,3857,"36Q",2019,11,"L"
360,301,1240,"G4",2018,4,"F"
2700,2332,890,"G4",2018,10,"F"
7320,6335,6274,"JL",2019,6,"F"
14320,12493,628,"UA",2018,12,"F"
3045,2710,453,"NK",2019,9,"F"
63,2,163,"RVQ",2018,11,"F"
16554,15202,2496,"AS",2019,10,"F"
10346,10114,2704,"DL",2019,6,"F"
5095,3721,4540,"EI",2019,10,"F"
350,324,1626,"WN",2019,1,"F"
3720,2054,82,"AS",2018,12,"F"
3056,2490,696,"5D",2018,5,"F"
2128,1635,604,"9E",2019,6,"F"
11,4,181,"27Q",2018,7,"L"
180,180,882,"F9",2019,5,"F"
0,0,178,"KO",2018,1,"G"
3496,3077,130,"OH",2018,7,"F"
210,171,1031,"OO",2019,1,"F"
360,304,340,"DL",2019,8,"F"
0,0,123,"KO",2019,11,"G"
13570,12047,628,"F9",2018,6,"F"
50,46,544,"OH",2019,5,"F"
286,230,1740,"WN",2019,9,"F"
664,588,1141,"G4",2018,11,"F"
1400,1230,738,"WN",2018,6,"F"
18,0,43,"GV",2018,11,"F"
0,0,75,"2F",2018,1,"G"
183,137,1323,"SY",2018,11,"L"
76,61,501,"G7",2019,4,"F"
29601,26405,370,"WN",2019,6,"F"
70,22,35,"8V",2019,2,"F"
705,620,3589,"IB",2019,10,"F"
1074,770,837,"UA",2018,10,"F"
10620,10193,1554,"DL",2019,8,"F"
11118,9887,2586,"AA",2019,12,"F"
3738,2814,2378,"AS",2018,11,"F"
608,528,134,"9E",2019,1,"F"
2772,2344,912,"UA",2018,6,"F"
362,249,606,"AA",2018,3,"F"
168,140,193,"SY",2018,9,"L"
3220,2548,948,"F9",2019,12,"F"
11020,8928,700,"AA",2019,2,"F"
6144,5779,900,"UA",2019,7,"F"
1250,1068,996,"OO",2018,3,"F"
954,812,1329,"AS",2019,5,"F"
3600,2899,376,"EV",2019,2,"F"
50,44,296,"EV",2019,3,"F"
0,0,2846,"CI",2018,7,"G"
895,759,1635,"UA",2019,2,"F"
31224,25698,631,"AA",2018,9,"F"
0,0,3674,"AF",2018,8,"G"
100,81,182,"B6",2018,9,"F"
3886,3750,1081,"WS",2019,2,"F"
211,131,1205,"AC",2019,12,"F"
179,0,643,"09Q",2018,3,"L"
0,0,2213,"L7",2019,1,"G"
3650,3418,2288,"AS",2018,4,"F"
230,144,1123,"F9",2018,8,"F"
2300,1772,488,"AX",2019,1,"F"
5279,4681,356,"DL",2019,9,"F"
18,2,57,"8E",2018,3,"F"
2070,1757,926,"OO",2018,5,"F"
179,160,1195,"UA",2019,7,"F"
2121,1924,436,"MQ",2018,5,"F"
76,36,120,"QX",2018,4,"F"
69,0,973,"OO",2018,1,"F"
26166,21838,8070,"CX",2019,10,"F"
69,61,221,"OO",2019,7,"F"
8892,8293,1137,"NK",2019,1,"F"
55,7,47,"2O",2018,3,"L"
6292,5130,719,"WN",2018,7,"F"
5146,4720,1723,"UA",2018,7,"F"
8,1,410,"04Q",2019,5,"L"
384,282,395,"UA",2018,11,"F"
720,559,71,"KS",2019,5,"F"
1620,1465,1129,"G4",2018,6,"F"
5050,4180,220,"OO",2019,11,"F"
2850,2291,1726,"UA",2019,12,"F"
2500,1601,174,"C5",2019,2,"F"
0,0,55,"7S",2018,7,"G"
16,1,145,"2LQ",2019,3,"L"
4712,4138,509,"9E",2018,5,"F"
5598,4312,1218,"DL",2019,1,"F"
3450,3234,474,"UA",2018,6,"F"
0,0,1814,"FX",2018,11,"G"
108,70,268,"H6",2018,11,"F"
8,3,127,"8V",2019,10,"F"
690,492,1290,"F9",2018,11,"F"
14118,13210,2585,"AA",2019,1,"F"
187,182,1090,"AA",2019,10,"F"
1960,1813,607,"G7",2018,9,"F"
2304,1913,588,"UA",2018,12,"F"
2136,1958,2409,"AS",2018,10,"F"
1404,1329,1455,"G4",2019,9,"F"
140,130,1136,"YV",2018,11,"F"
256,232,473,"UA",2018,11,"F"
0,0,727,"5X",2019,9,"G"
1400,1068,977,"OO",2019,11,"F"
0,0,121,"EM",2019,11,"G"
0,0,24,"7S",2019,9,"G"
9,4,385,"AN",2019,12,"L"
1400,1050,122,"ZW",2019,9,"F"
4450,3928,286,"EV",2018,9,"F"
12630,10707,1979,"DL",2019,9,"F"
2127,1480,871,"9E",2019,6,"F"
44,41,326,"MQ",2018,6,"F"
0,0,2846,"KD",2019,6,"P"
1750,1503,1391,"OO",2019,2,"F"
246,229,1590,"DL",2018,12,"F"
1248,744,1049,"G4",2018,12,"F"
1400,1316,1442,"WN",2019,8,"F"
2550,2107,488,"AX",2019,10,"F"
0,0,4024,"5Y",2019,10,"P"
3,0,225,"8V",2018,7,"L"
1140,973,448,"9E",2019,12,"F"
672,645,3962,"AF",2019,12,"F"
6882,5565,602,"F9",2019,1,"F"
210,198,455,"OO",2019,3,"F"
1720,1557,228,"AA",2019,12,"F"
79,69,457,"YV",2019,6,"F"
4484,3187,659,"YX",2019,5,"F"
69,52,489,"OO",2019,12,"F"
242,182,3172,"DL",2018,9,"F"
30,11,4,"H6",2019,12,"F"
150,119,654,"MQ",2019,5,"F"
0,0,59,"7S",2018,10,"G"
339,332,1095,"WS",2018,6,"F"
5700,4937,347,"OH",2019,2,"F"
0,0,415,"5X",2019,2,"G"
0,0,6685,"DL",2019,2,"L"
140,125,1315,"YX",2019,12,"F"
0,0,1787,"LA",2019,9,"G"
159,131,636,"B6",2019,2,"F"
9,1,147,"8E",2018,5,"F"
158,148,406,"DL",2019,11,"F"
179,0,694,"09Q",2018,3,"L"
3799,2359,871,"9E",2018,8,"F"
318,294,2425,"AS",2019,11,"F"
2044,1905,2248,"AS",2018,7,"F"
7223,4791,7088,"EY",2018,12,"F"
54,4,37,"GV",2019,9,"F"
140,67,229,"OO",2018,7,"F"
9581,7864,1388,"WN",2018,5,"F"
14155,12347,954,"AS",2018,11,"F"
6634,5774,4737,"UA",2018,12,"F"
7150,5420,957,"WN",2018,9,"F"
1750,1490,990,"WN",2018,11,"F"
531,235,197,"9K",2018,4,"F"
150,60,56,"UA",2019,8,"F"
0,0,2846,"KE",2019,4,"G"
155,0,713,"WL",2018,1,"L"
3050,2261,764,"OH",2018,3,"F"
140,0,925,"OO",2018,10,"F"
10978,10061,957,"DL",2019,12,"F"
0,0,87,"FX",2019,1,"G"
100,53,137,"AX",2018,6,"F"
4674,4235,2173,"B6",2019,3,"F"
5412,4602,1149,"DL",2019,11,"F"
0,0,195,"GFQ",2019,5,"P"
63,30,594,"MQ",2018,8,"F"
2400,1852,169,"C5",2018,6,"F"
11011,8611,210,"WN",2019,9,"F"
4495,4143,925,"NK",2018,7,"F"
1494,1169,551,"G4",2018,4,"F"
3189,2965,387,"DL",2018,9,"F"
0,0,0,"KD",2019,6,"P"
692,607,4424,"IB",2019,3,"F"
1750,1611,1521,"WN",2018,10,"F"
76,60,431,"YV",2018,10,"F"
264,244,760,"DL",2018,12,"F"
716,655,1408,"UA",2018,5,"F"
11583,10322,651,"WN",2019,3,"F"
1200,1065,1825,"UA",2018,12,"F"
0,0,294,"AMQ",2019,9,"P"
380,341,489,"OO",2019,12,"F"
11869,8735,651,"WN",2018,5,"F"
186,162,1199,"F9",2019,3,"L"
1570,1078,453,"DL",2019,9,"F"
0,0,207,"FX",2018,8,"G"
0,0,5081,"FX",2018,9,"G"
36,14,28,"2O",2018,8,"F"
6,4,20,"H6",2018,8,"F"
2356,1482,335,"9E",2018,4,"F"
624,572,1048,"G4",2018,9,"F"
1431,1299,1721,"AS",2019,9,"F"
36,9,45,"K2",2019,8,"F"
0,0,87,"FX",2018,1,"G"
0,0,3417,"BR",2019,9,"G"
132,113,106,"DL",2019,7,"F"
8946,7637,315,"UA",2019,12,"F"
2000,1772,674,"OO",2019,2,"F"
3952,3124,562,"YX",2018,11,"F"
113,108,800,"WS",2018,5,"F"
192,0,337,"DL",2018,9,"L"
4290,4105,1506,"WN",2019,5,"F"
8,2,1941,"3EQ",2019,11,"L"
1575,1323,401,"WN",2019,6,"F"
81,59,54,"9K",2019,7,"F"
728,546,929,"NK",2019,12,"F"
1050,829,669,"WN",2019,2,"F"
300,257,1491,"UA",2018,11,"F"
4251,2423,4420,"BA",2018,10,"F"
2356,1646,696,"OO",2019,8,"F"
3350,2619,507,"9E",2018,11,"F"
8,3,247,"04Q",2018,10,"L"
6,0,164,"K2",2019,7,"L"
210,200,413,"YX",2018,10,"F"
1488,1405,1166,"F9",2018,6,"F"
936,553,2486,"UA",2019,5,"F"
11025,6673,842,"WN",2019,1,"F"
8762,7573,5230,"BA",2019,12,"F"
0,0,261,"KO",2019,3,"G"
6600,5626,1501,"DL",2018,10,"F"
24172,20806,1389,"AA",2019,12,"F"
0,0,153,"7S",2018,5,"G"
429,412,2042,"WN",2018,4,"F"
1190,774,563,"OO",2019,8,"F"
179,64,235,"UA",2019,10,"F"
166,60,622,"UA",2018,6,"L"
850,742,356,"AX",2018,12,"F"
27,6,373,"H6",2019,12,"F"
600,500,678,"AA",2019,11,"F"
900,831,1583,"DL",2019,3,"F"
124,80,337,"AS",2018,3,"F"
120,31,74,"H6",2018,10,"F"
8,4,1733,"13Q",2018,1,"L"
1587,1252,913,"OO",2018,4,"F"
954,815,933,"AS",2019,5,"F"
6,0,20,"H6",2018,3,"F"
0,0,4308,"5X",2019,3,"G"
9,9,133,"H6",2019,4,"L"
4970,3891,612,"YX",2019,12,"F"
63,34,45,"GV",2018,1,"F"
214,164,888,"UA",2018,10,"F"
2280,1740,926,"OO",2018,11,"F"
175,115,1359,"WN",2019,11,"F"
378,194,1132,"SY",2019,10,"L"
16,3,163,"H6",2018,3,"F"
0,0,304,"PO",2019,10,"P"
2940,2305,229,"G7",2018,12,"F"
9,5,395,"5V",2018,11,"L"
8250,6681,449,"AA",2019,6,"F"
4250,3650,386,"OO",2018,12,"F"
1620,1453,701,"G4",2018,3,"F"
875,648,998,"WN",2019,2,"F"
63,35,222,"GV",2019,9,"F"
50,0,567,"OO",2019,8,"F"
8,0,104,"27Q",2018,1,"L"
2340,1808,1047,"F9",2018,1,"F"
50,0,588,"EV",2019,1,"F"
196,112,337,"AA",2019,6,"F"
0,0,25,"FX",2018,2,"G"
175,165,1671,"WN",2019,3,"F"
1590,1494,1874,"AS",2019,7,"F"
120,85,975,"UP",2019,3,"F"
2387,2188,2016,"AS",2019,5,"F"
4636,4424,1201,"YV",2019,7,"F"
8151,5660,323,"WN",2018,3,"F"
9132,6934,2381,"B6",2019,11,"F"
0,0,946,"FX",2019,1,"G"
0,0,3799,"5X",2018,10,"G"
0,0,2402,"FX",2019,11,"G"
895,836,2287,"UA",2018,4,"F"
2652,1740,187,"AA",2018,1,"F"
1144,1089,1109,"WN",2019,7,"F"
150,137,1485,"F9",2018,7,"F"
2625,1356,860,"WN",2018,12,"F"
5554,5219,1660,"AM",2018,6,"F"
6,2,168,"K2",2018,3,"L"
840,493,1076,"Y4",2019,4,"F"
6612,5774,481,"OH",2018,10,"F"
50,11,128,"OO",2019,10,"F"
50,47,485,"OO",2018,11,"F"
3999,3514,1619,"DL",2019,10,"F"
715,620,1587,"WN",2018,5,"F"
0,0,1355,"FX",2018,12,"G"
1934,1670,3980,"UA",2018,3,"F"
12,3,15,"K2",2019,4,"L"
273,98,2475,"AA",2019,12,"F"
4112,3633,3861,"AF",2019,9,"F"
7260,4724,3681,"AA",2018,4,"F"
9600,8707,1475,"B6",2019,11,"F"
280,253,569,"YX",2019,7,"F"
8970,7966,895,"F9",2019,1,"F"
36,8,17,"K3",2019,4,"F"
0,0,1049,"FX",2018,5,"G"
1450,1301,328,"OH",2019,6,"F"
9,0,74,"7S",2019,11,"G"
2145,1760,489,"OO",2019,9,"F"
3582,3320,2139,"DL",2018,6,"F"
2080,1800,427,"OH",2019,1,"F"
8,2,764,"04Q",2018,2,"L"
14,2,397,"VJT",2019,6,"L"
2880,2658,604,"F9",2018,6,"F"
7150,5892,393,"WN",2018,4,"F"
69,46,986,"OO",2019,5,"F"
7639,6950,4271,"SK",2018,7,"F"
12,0,37,"V8",2018,9,"P"
9,0,286,"7S",2019,7,"L"
4200,4039,1179,"B6",2018,2,"F"
2145,1839,975,"WN",2018,12,"F"
5146,3333,2562,"UA",2019,10,"F"
6373,5469,4120,"UA",2019,9,"F"
1230,1015,70,"Z3Q",2019,8,"L"
2850,1874,129,"PT",2019,11,"F"
9,1,20,"H6",2019,9,"L"
0,0,828,"5X",2018,4,"G"
332,266,1956,"UA",2018,10,"F"
4200,2016,94,"DL",2018,3,"F"
1827,1449,5457,"FJ",2018,11,"F"
6,2,56,"H6",2019,4,"F"
0,0,1619,"FX",2018,11,"G"
6,1,31,"H6",2019,7,"L"
7812,4328,5456,"UA",2018,1,"F"
0,0,925,"KLQ",2018,3,"P"
1500,1003,756,"MQ",2019,8,"F"
256,170,576,"AA",2019,11,"F"
0,0,1235,"5Y",2018,9,"P"
12,3,22,"GV",2019,10,"L"
2880,2430,519,"G4",2018,2,"F"
1,1,78,"YR",2019,3,"L"
1404,1316,841,"G4",2019,6,"F"
12,2,6,"H6",2019,4,"L"
1666,1277,453,"OH",2018,3,"F"
3456,2916,1189,"AA",2019,11,"F"
18,0,0,"8V",2018,9,"F"
0,0,71,"7S",2019,4,"G"
228,43,1086,"NK",2019,1,"F"
0,0,342,"FX",2019,12,"G"
6,0,68,"3F",2019,4,"F"
5580,5420,861,"NK",2018,5,"F"
6634,6201,4817,"UA",2018,7,"F"
